x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x12 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30
02 02 02 02 02 02 02 02 02 02 02 03 02 01 03 02 05 11 04 01 05 04 02 01 03 01 04 12 
04 02 02 02 02 02 02 02 01 04 01 03 01 01 04 01 05 14 04 01 05 04 03 07 01 02 01 08 
04 02 02 02 02 02 02 02 02 04 01 03 02 01 05 01 02 16 04 02 05 04 05 07 06 02 04 06 
03 02 02 02 02 02 02 02 02 04 02 01 02 01 03 02 02 14 04 02 05 04 06 03 06 01 04 04 
03 02 02 02 02 02 02 02 02 04 02 03 01 02 05 01 05 15 04 02 05 04 03 01 04 01 03 01 
06 02 01 01 01 01 01 01 03 03 02 01 01 02 02 01 02 20 04 04 05 04 02 06 01 03 01 12 
02 02 01 02 02 01 02 01 02 04 02 03 02 02 08 02 03 20 04 01 05 04 03 06 03 02 04 02 
05 02 02 02 02 02 02 02 01 03 02 04 02 02 02 01 03 20 04 02 05 04 04 06 06 03 04 05 
08 02 02 02 02 02 02 02 02 03 02 01 02 01 06 02 01 19 04 03 05 04 03 07 05 02 01 06 
02 02 02 02 02 02 02 02 02 04 02 01 01 02 01 02 03 21 04 04 05 04 04 01 04 02 01 01 
04 02 02 02 02 02 02 02 01 02 02 02 02 01 05 02 05 21 04 01 05 04 02 01 04 02 04 08 
04 02 02 02 02 02 02 02 01 04 01 01 02 02 06 03 03 20 04 01 05 04 03 06 05 02 01 05 
04 02 02 02 02 02 02 02 01 03 01 02 02 01 04 01 05 21 04 01 05 04 04 01 04 03 04 11 
04 02 02 02 02 02 02 02 01 04 01 04 01 02 02 01 05 20 04 01 05 04 03 06 04 02 01 07 
07 02 02 02 02 02 02 02 02 02 02 01 01 01 07 02 03 12 05 01 01 05 04 01 05 02 01 08 
02 02 02 02 02 02 02 02 02 02 01 01 02 02 04 01 01 04 05 01 01 05 05 07 07 02 01 05 
05 02 02 02 02 02 02 02 01 03 02 01 02 02 02 02 03 14 05 03 01 05 03 02 04 02 01 03 
03 02 02 02 02 02 02 02 01 04 02 02 01 01 08 01 04 13 05 05 01 05 03 06 03 03 01 02 
04 02 02 02 02 02 02 02 02 05 01 01 02 02 07 02 03 13 05 01 01 05 04 06 04 02 04 06 
06 02 02 02 02 02 02 02 02 03 02 01 02 02 02 01 03 13 05 01 01 05 04 06 05 02 02 01 
03 02 02 02 02 02 02 02 02 04 02 01 02 02 01 01 03 13 05 01 01 05 07 06 03 02 02 06 
08 01 01 02 02 01 02 01 01 02 01 03 03 01 02 02 03 11 05 02 01 05 01 02 05 02 01 07 
01 01 01 01 01 01 02 01 02 02 01 04 02 02 01 02 03 06 05 01 01 05 05 04 04 02 02 07 
02 02 02 02 02 02 02 02 01 03 02 01 01 01 02 02 04 11 05 02 01 05 05 07 03 03 01 03 
03 02 02 02 02 02 02 02 01 03 01 02 02 01 04 01 05 15 05 02 01 05 02 06 07 02 01 08 
02 02 02 02 02 02 02 02 01 03 01 01 02 02 05 01 03 14 05 01 01 05 02 02 04 02 01 07 
01 02 02 02 02 02 02 02 02 03 02 01 02 02 07 02 03 14 05 04 01 05 03 06 03 03 04 02 
08 02 02 02 02 02 02 02 01 03 02 01 02 02 04 02 03 11 05 01 01 05 05 01 04 01 04 09 
06 02 02 02 02 02 02 02 01 03 02 03 01 02 01 01 02 10 05 04 01 05 02 04 03 01 04 11 
04 02 02 02 02 02 02 02 02 01 02 03 01 01 02 02 01 12 05 05 01 05 04 06 04 02 02 02 
02 02 02 02 02 02 02 02 02 03 01 01 02 02 05 01 05 14 05 02 01 05 04 06 04 02 04 09 
06 02 02 02 02 02 02 02 02 03 01 01 01 01 04 01 01 10 05 01 01 05 02 07 02 01 01 06 
02 02 02 02 02 02 02 02 03 03 02 03 02 02 05 02 01 03 05 01 02 05 05 03 04 01 01 10 
03 02 02 02 02 02 02 02 02 02 02 01 03 02 01 01 03 02 05 01 03 05 05 06 04 02 01 09 
02 02 02 02 02 02 02 02 01 04 02 04 01 01 01 01 03 21 05 01 01 05 04 01 04 03 04 01 
07 02 02 02 02 02 02 02 02 03 02 03 02 02 08 01 03 19 05 01 01 05 03 03 07 03 01 07 
04 02 02 02 02 02 02 02 02 03 02 02 01 02 02 01 03 02 05 01 02 05 05 06 05 03 04 09 
05 02 02 02 02 02 02 02 01 03 01 01 02 01 06 01 03 02 05 01 02 05 05 06 01 03 01 12 
04 02 02 02 02 02 02 02 02 04 02 01 01 01 09 01 02 02 05 01 03 05 05 02 05 03 01 10 
06 02 02 02 02 02 02 02 01 02 01 03 02 01 08 01 03 02 05 02 03 05 05 01 03 02 01 05 
04 02 02 02 02 02 02 02 01 03 02 01 02 02 04 01 03 02 05 04 03 05 05 06 04 03 04 10 
01 02 02 02 02 02 02 02 01 04 02 03 02 01 04 02 02 03 05 01 03 05 05 01 06 02 02 09 
06 02 02 02 02 02 02 02 01 02 01 04 01 02 03 02 03 03 05 02 03 05 05 02 06 02 04 05 
04 02 02 02 02 02 02 02 02 03 02 03 02 02 02 02 04 02 05 02 02 05 05 06 05 02 01 08 
02 01 01 01 01 01 01 01 01 04 01 03 01 01 02 01 02 08 05 01 02 05 05 07 03 02 02 10 
05 02 02 02 02 02 02 02 01 02 02 04 02 01 04 01 03 02 05 02 02 05 05 04 04 03 02 10 
04 02 02 02 02 02 02 02 02 02 01 01 01 01 02 02 04 04 05 01 03 05 05 06 06 02 02 07 
03 02 02 02 02 02 02 02 02 04 02 02 02 01 03 01 03 02 05 03 03 05 05 01 05 02 04 08 
03 02 02 02 02 02 02 02 01 03 02 02 01 02 03 02 04 02 05 03 03 05 05 01 03 02 02 11 
02 02 02 02 02 02 02 02 01 02 02 02 02 02 02 02 04 08 05 01 03 05 05 06 06 02 04 07 
02 02 02 02 02 02 02 02 02 02 02 03 02 01 01 01 01 06 05 02 03 05 05 01 04 03 01 04 
01 02 02 02 02 02 02 02 01 04 02 01 03 01 03 02 03 06 05 01 03 05 05 06 02 02 04 08 
08 02 02 02 02 02 02 02 02 03 02 03 02 02 01 02 04 06 05 02 03 05 05 06 05 02 04 05 
04 02 02 02 02 02 02 02 01 04 01 02 01 01 04 01 02 06 05 01 03 05 05 06 05 02 04 03 
02 02 02 02 02 02 02 02 01 03 02 01 03 01 07 01 05 06 05 01 03 05 05 06 05 02 04 02 
04 02 02 02 02 02 02 02 02 02 02 02 01 01 02 01 03 04 05 01 03 05 05 01 04 02 01 02 
03 02 02 02 02 02 02 02 01 04 02 01 03 01 02 02 03 09 05 01 03 05 05 01 07 03 02 11 
03 02 02 02 02 02 02 02 02 03 02 03 02 01 06 02 03 06 05 02 03 05 05 01 04 02 02 12 
04 02 02 02 02 02 02 02 01 03 01 03 02 01 01 02 03 02 05 04 03 05 05 06 04 02 04 09 
02 02 02 02 02 02 02 02 02 02 01 01 01 02 02 02 04 11 05 01 03 05 03 02 05 03 03 04 
02 02 02 02 02 02 02 02 02 04 01 02 02 02 01 02 03 11 05 01 03 05 02 01 02 01 02 06 
01 02 02 02 02 02 02 02 02 02 02 02 02 02 04 02 04 11 05 03 03 05 06 06 07 01 01 07 
08 02 02 02 02 02 02 02 01 02 01 02 02 02 02 01 01 11 05 05 03 05 03 06 05 02 02 08 
03 01 01 01 01 01 01 01 02 02 02 03 01 02 02 01 05 09 05 01 03 05 05 01 05 02 04 12 
05 02 02 02 02 02 02 02 04 03 01 01 01 01 02 02 03 11 05 02 03 05 01 06 04 01 04 04 
02 02 02 02 02 02 02 02 02 03 02 03 02 01 06 02 03 11 05 02 03 05 05 01 05 01 01 12 
01 02 02 02 02 02 02 02 04 03 02 02 02 02 04 01 05 10 05 03 03 05 02 01 05 03 04 04 
08 02 02 02 02 02 02 02 01 04 02 01 02 01 09 02 05 10 05 01 03 05 02 06 04 02 01 05 
03 02 02 02 02 02 02 02 02 04 02 02 02 02 09 02 03 11 05 02 03 05 04 06 07 03 01 01 
02 02 02 02 02 02 02 02 01 03 01 01 02 01 07 02 03 11 05 01 03 05 02 04 05 02 01 10 
01 02 02 02 02 02 02 02 01 02 02 01 01 01 05 01 04 11 05 02 03 05 03 07 03 02 04 05 
05 02 02 02 02 02 02 02 02 03 02 01 02 02 01 01 03 12 05 01 03 05 04 06 05 02 02 08 
04 02 02 02 02 02 02 02 02 02 02 02 01 01 06 01 03 11 05 01 03 05 05 06 01 02 01 12 
07 02 02 02 02 02 02 02 03 03 02 02 02 01 01 02 01 10 05 02 03 05 06 03 04 03 01 10 
01 02 02 02 02 02 02 02 04 03 02 03 01 01 08 01 03 10 05 02 03 05 03 06 04 02 04 05 
01 02 02 02 02 02 02 02 02 02 02 03 03 01 01 02 03 10 05 01 03 05 01 06 04 02 04 09 
05 02 02 02 02 02 02 02 02 02 01 01 02 02 03 01 03 04 05 01 03 05 05 06 06 02 04 11 
02 02 02 02 02 02 02 02 01 03 01 03 01 02 08 01 04 13 05 02 03 05 02 01 04 02 04 08 
08 02 02 02 02 02 02 02 01 01 02 01 02 02 06 01 03 13 05 02 03 05 03 07 05 03 02 06 
01 02 02 02 02 02 02 02 02 03 02 03 02 01 03 01 03 14 05 01 03 05 05 01 03 02 04 01 
05 02 02 02 02 02 02 02 01 03 02 01 02 01 05 01 01 13 05 01 03 05 06 06 05 02 04 04 
02 02 02 02 02 02 02 02 02 03 02 01 02 01 04 02 04 15 05 01 03 05 03 06 05 02 01 11 
07 01 01 01 01 01 01 01 01 02 02 02 02 01 02 01 04 15 05 02 03 05 04 02 04 02 04 09 
02 02 02 02 02 02 02 02 01 04 01 01 01 02 01 01 03 12 05 01 03 05 02 06 03 02 04 04 
08 02 02 02 02 02 02 02 01 03 01 02 01 01 04 02 04 15 05 03 03 05 04 06 06 03 04 02 
02 02 02 02 02 02 02 02 02 04 02 03 01 01 02 02 01 12 05 04 03 05 06 05 04 02 02 02 
01 02 01 01 01 01 01 01 01 03 02 01 03 01 01 01 03 13 05 01 03 05 03 07 05 02 04 03 
01 02 02 02 02 02 02 02 02 03 02 02 03 01 01 01 03 12 05 01 03 05 05 01 04 03 04 11 
06 02 02 02 02 02 02 02 02 02 02 01 02 02 06 01 03 11 05 02 03 05 02 06 06 01 01 03 
02 02 02 02 02 02 02 02 01 02 01 01 02 01 01 01 03 12 05 01 03 05 04 06 06 01 02 12 
01 02 02 02 02 02 02 02 02 02 02 02 02 01 05 02 02 11 05 01 03 05 02 01 05 02 01 09 
06 02 02 02 02 02 02 02 02 02 01 01 03 02 02 02 03 14 05 01 03 05 04 01 05 02 04 07 
03 02 02 02 02 02 02 02 02 02 02 01 02 01 07 02 01 14 05 02 03 05 03 01 03 01 01 03 
04 02 02 02 02 02 02 02 02 03 01 01 03 02 03 03 03 15 05 01 03 05 05 01 07 01 04 05 
05 02 02 02 02 02 02 02 01 02 01 01 01 01 06 01 02 19 05 01 03 05 05 01 05 02 04 06 
05 02 02 02 02 02 02 02 01 04 01 01 02 01 08 01 03 16 05 01 03 05 07 01 04 03 04 09 
07 02 02 02 02 02 02 02 01 02 02 03 02 02 04 01 02 15 05 02 03 05 04 07 04 03 04 01 
06 02 02 02 02 02 02 02 04 03 01 02 02 02 02 02 04 17 05 01 03 05 03 01 05 02 04 07 
04 02 01 01 01 01 01 01 02 03 02 03 02 02 04 03 02 14 05 02 03 05 03 06 06 03 04 07 
04 02 02 02 02 02 02 02 02 02 01 01 02 02 08 02 05 15 05 01 03 05 04 01 05 02 02 08 
04 01 01 01 01 01 02 01 02 03 01 01 02 02 06 02 05 15 05 01 03 05 02 01 04 02 04 09 
08 02 02 02 02 02 02 02 02 03 01 03 01 02 03 02 04 17 05 05 03 05 04 01 06 02 02 03 
03 02 02 02 02 02 02 02 02 03 02 01 02 01 02 02 01 13 05 02 04 05 02 06 05 02 01 11 
06 02 02 02 02 02 02 02 02 04 02 02 01 01 09 02 04 12 05 02 04 05 04 07 04 03 02 12 
04 02 02 02 02 02 02 02 02 03 02 03 01 01 05 03 04 17 05 02 03 05 07 01 02 02 01 10 
05 02 02 02 02 02 02 02 02 03 01 02 02 01 03 01 03 19 05 01 03 05 03 01 04 02 01 02 
01 02 02 02 02 02 02 02 02 03 02 02 02 02 04 02 04 12 05 03 04 05 04 01 05 02 04 09 
04 02 02 02 02 02 02 02 02 02 02 03 01 01 09 01 05 11 05 01 04 05 03 06 04 02 02 09 
04 02 02 02 02 02 02 02 01 02 01 01 01 01 05 02 04 19 05 03 03 05 07 07 05 03 04 06 
04 02 02 02 02 02 02 02 02 03 02 04 02 01 06 02 05 19 05 01 03 05 04 01 04 02 02 04 
04 01 01 01 01 01 01 01 02 03 01 01 02 02 03 01 02 12 05 01 04 05 05 02 07 02 04 03 
02 02 02 02 02 02 02 02 02 02 02 02 02 01 01 02 02 10 05 01 04 05 03 02 07 02 04 12 
06 02 02 02 02 02 02 02 02 02 01 01 02 01 01 01 03 11 05 01 04 05 03 06 05 02 02 01 
06 02 02 02 02 02 02 02 01 02 02 01 02 02 03 02 03 19 05 01 03 05 06 06 04 02 04 01 
05 02 02 02 02 02 02 02 01 04 02 02 01 01 08 01 04 20 05 01 03 05 04 06 05 03 04 10 
02 02 02 02 02 02 02 02 01 03 02 01 03 02 04 01 03 20 05 04 03 05 02 06 05 02 03 10 
08 01 01 01 01 01 01 01 02 02 02 03 01 02 04 01 04 21 05 01 03 05 03 01 07 02 04 11 
07 02 02 02 02 02 02 02 02 02 02 03 01 01 07 02 01 21 05 01 03 05 04 06 04 03 04 07 
03 02 02 02 02 02 02 02 02 02 01 01 02 02 09 02 03 20 05 03 03 05 07 05 05 01 04 08 
01 02 02 02 02 02 02 02 01 04 02 01 02 01 01 01 03 19 05 02 03 05 02 06 03 01 03 05 
03 02 02 02 02 02 02 02 01 02 02 01 02 01 01 01 03 17 05 01 03 05 02 06 03 02 04 11 
05 01 01 01 01 01 01 01 03 04 02 01 02 02 01 01 05 21 05 01 03 05 04 06 04 02 01 10 
05 02 02 02 02 02 02 02 02 03 02 04 02 01 03 02 01 15 05 02 04 05 02 01 07 01 03 07 
02 02 02 02 02 02 02 02 04 04 02 03 02 01 07 01 05 15 05 01 04 05 07 01 04 01 04 01 
02 02 02 02 02 02 02 02 03 03 01 02 02 01 03 02 03 15 05 01 04 05 04 02 05 03 02 04 
07 02 02 02 02 02 02 02 02 05 02 03 01 01 07 01 03 16 05 02 04 05 05 06 04 02 04 01 
03 02 02 02 02 02 02 02 01 04 02 03 02 01 04 01 02 12 05 02 04 05 01 06 01 03 04 02 
03 02 02 02 02 02 02 02 02 03 02 03 01 02 04 02 03 13 05 04 04 05 05 06 04 02 01 02 
03 02 02 02 02 02 02 02 02 03 01 03 02 02 02 01 04 15 05 02 04 05 04 06 03 02 04 12 
01 02 02 02 02 02 02 02 03 04 02 01 01 02 03 02 03 15 05 02 04 05 02 06 05 02 04 12 
06 02 02 02 02 02 02 02 02 02 02 03 02 01 04 02 03 19 05 03 04 05 02 01 04 02 04 11 
02 02 02 02 02 02 02 02 01 03 02 01 01 02 05 01 03 12 05 02 04 05 04 06 03 03 02 02 
01 02 02 02 02 02 02 02 02 05 02 02 01 02 01 02 03 16 05 01 04 05 05 01 03 02 04 08 
05 02 02 02 02 02 02 02 01 04 02 01 01 01 04 01 03 15 05 03 04 05 03 07 05 02 01 06 
01 02 02 02 02 02 02 02 01 03 02 01 01 02 02 02 03 16 05 02 04 05 05 07 04 02 01 06 
06 02 02 02 02 02 02 02 01 03 01 03 03 01 05 02 05 14 05 01 04 05 04 02 04 02 03 03 
05 02 02 02 02 02 02 02 03 02 02 03 03 01 05 01 03 16 05 02 04 05 05 01 06 03 02 05 
03 02 02 02 02 02 02 02 01 02 02 01 02 01 04 01 03 19 05 01 04 05 06 01 05 02 01 12 
07 02 02 02 02 02 02 02 01 03 02 03 02 02 03 01 04 14 05 01 04 05 02 01 04 02 04 01 
01 02 02 02 02 02 02 02 01 02 02 02 02 01 08 02 02 15 05 03 04 05 06 01 08 02 01 10 
08 01 01 01 01 01 01 01 01 04 02 02 01 02 03 01 03 19 05 01 04 05 04 01 05 02 01 01 
08 02 02 02 02 02 02 02 01 03 01 01 02 02 01 01 05 15 05 04 04 05 05 01 05 02 02 02 
05 02 02 02 02 02 02 02 01 03 02 01 01 01 02 02 03 15 05 01 04 05 02 01 05 03 04 09 
07 02 02 02 02 02 02 02 02 04 01 01 02 01 01 03 05 15 05 02 04 05 05 06 02 02 01 03 
07 02 02 02 02 02 02 02 03 03 02 02 01 02 08 02 04 13 05 02 04 05 06 06 03 02 01 07 
03 01 01 01 01 01 01 01 01 03 02 01 02 02 04 02 02 15 05 03 05 05 03 01 04 03 04 09 
07 02 02 02 02 02 02 02 01 03 02 01 03 02 01 01 03 12 05 01 05 05 03 06 01 01 01 07 
04 02 02 02 02 02 02 02 01 02 02 03 02 01 06 02 02 20 05 02 04 05 04 06 04 01 04 08 
07 02 02 02 02 02 02 02 01 03 01 03 02 01 01 02 03 12 05 01 05 05 07 01 04 02 01 07 
08 02 02 02 02 02 02 02 01 02 02 01 02 01 01 02 01 19 05 02 04 05 04 06 04 02 04 02 
05 02 02 02 02 02 02 02 02 03 02 04 03 02 04 01 04 11 05 01 05 05 02 06 04 01 01 09 
02 02 02 02 02 02 02 02 02 02 02 01 03 02 05 02 03 20 05 01 04 05 05 01 04 01 01 06 
04 01 01 01 01 01 01 01 02 02 02 01 02 01 09 02 04 11 05 01 05 05 08 06 07 02 04 08 
05 02 02 02 02 02 02 02 02 02 02 02 02 01 05 02 04 19 05 02 04 05 04 01 05 03 01 07 
04 02 02 02 02 02 02 02 02 02 02 01 01 02 03 01 01 15 05 01 05 05 05 01 01 03 04 06 
07 02 02 02 02 02 02 02 01 02 02 01 01 02 04 02 03 14 05 02 05 05 03 06 01 02 04 03 
02 02 02 02 02 02 02 02 01 03 01 03 02 02 08 02 03 20 05 03 04 05 03 06 04 03 04 07 
03 02 02 02 02 02 02 02 01 03 01 03 02 02 01 02 03 15 05 01 05 05 03 06 05 02 02 04 
03 02 02 02 02 02 02 02 01 04 02 02 02 01 01 03 02 14 05 02 05 05 01 01 04 02 02 07 
07 01 01 01 01 01 01 01 03 03 01 01 02 02 03 01 04 12 05 05 05 05 07 01 05 02 02 09 
02 02 02 02 02 02 02 02 02 02 02 01 02 02 06 02 02 12 05 02 05 05 06 01 04 02 01 09 
01 02 02 02 02 02 02 02 02 02 02 01 01 01 02 01 01 12 05 01 05 05 02 01 02 03 01 02 
02 02 02 02 02 02 02 02 03 02 01 01 01 01 01 01 04 19 05 01 04 05 03 01 05 02 04 12 
04 02 02 02 02 02 02 02 02 02 02 01 02 02 01 02 03 11 05 01 05 05 06 01 03 02 04 03 
02 02 02 02 02 02 02 02 01 03 01 02 01 01 02 02 02 15 05 02 05 05 02 01 08 02 01 02 
04 02 02 02 02 02 02 02 01 03 02 03 01 01 01 01 02 20 05 02 04 05 03 06 08 02 04 01 
08 02 02 02 02 02 02 02 03 02 02 03 02 02 07 01 03 15 05 02 05 05 03 06 04 03 01 05 
04 02 02 02 02 02 02 02 02 04 02 03 02 02 04 01 02 19 05 04 04 05 04 06 05 02 02 01 
03 02 02 02 02 02 02 02 03 03 02 01 01 02 03 01 05 15 05 01 05 05 06 07 05 02 01 06 
06 02 02 02 02 02 02 02 01 04 02 03 02 02 03 02 03 15 05 02 05 05 05 01 05 02 04 03 
02 02 02 02 02 02 02 02 04 02 02 03 02 01 04 02 02 12 05 04 05 05 06 01 04 02 04 08 
06 02 02 02 02 02 02 01 02 03 02 02 03 02 05 01 04 19 05 01 04 05 04 05 02 02 04 09 
03 02 02 02 02 02 02 02 01 05 02 02 01 02 09 01 03 11 05 02 06 05 03 06 04 03 04 05 
03 02 02 02 02 02 02 02 01 04 02 01 02 01 03 01 03 20 05 03 06 05 03 01 06 02 03 09 
02 02 02 02 02 02 02 02 01 03 02 01 01 02 09 01 03 21 05 02 05 05 06 02 05 02 02 08 
03 02 02 02 02 02 02 02 02 03 02 02 01 02 05 01 03 15 05 04 06 05 02 06 04 03 04 03 
02 02 02 02 02 02 02 02 03 03 02 01 02 02 07 01 02 19 05 01 05 05 03 06 03 01 01 12 
05 02 02 02 02 02 02 02 04 02 02 01 02 01 01 02 04 19 06 02 01 06 02 01 03 01 04 11 
08 01 01 01 01 02 01 01 02 02 01 01 02 01 07 02 03 11 06 01 01 06 03 02 02 02 04 09 
06 02 02 02 02 02 02 02 01 05 01 03 01 02 05 02 03 19 06 04 01 06 03 02 04 02 02 12 
02 02 02 02 02 02 02 02 01 03 02 02 01 01 05 02 03 12 06 01 01 06 04 01 06 01 02 02 
03 02 02 02 02 02 02 02 02 02 01 03 02 01 07 02 05 15 06 01 01 06 03 06 04 01 01 12 
03 02 02 02 02 02 02 02 02 05 02 03 03 01 02 01 04 14 06 01 01 06 05 06 05 03 03 07 
04 02 02 02 02 02 02 02 02 05 01 03 02 01 08 01 02 12 06 04 01 06 03 01 05 02 04 10 
06 02 02 02 02 02 02 02 02 02 02 03 02 01 07 01 01 15 06 02 02 06 04 06 05 03 04 03 
06 02 02 02 02 02 02 02 03 03 01 02 01 02 01 01 04 10 06 03 02 06 01 01 06 02 02 01 
02 02 02 02 02 02 02 02 02 03 01 01 01 01 04 02 03 20 06 01 01 06 08 07 05 02 04 08 
05 02 02 02 02 02 02 02 03 04 02 03 01 01 01 01 03 20 06 02 01 06 07 01 07 02 01 06 
04 02 02 02 02 02 02 02 01 04 02 01 02 02 01 02 03 12 06 01 03 06 06 06 05 02 04 12 
04 02 02 02 02 02 02 02 01 02 02 01 01 01 01 01 04 12 06 02 03 06 03 06 05 03 02 01 
02 02 01 01 01 01 01 01 01 03 01 03 02 01 04 01 04 11 06 02 03 06 03 01 05 02 01 09 
04 02 02 02 02 02 02 02 01 02 02 02 01 02 02 01 05 12 06 03 03 06 02 06 05 02 02 11 
05 02 02 02 02 02 02 02 02 03 02 04 02 01 05 01 03 12 06 05 03 06 02 01 04 02 04 12 
01 02 02 02 02 02 02 02 01 02 02 02 02 01 08 01 03 10 06 02 03 06 02 06 03 02 02 01 
06 02 02 02 02 02 02 02 02 04 01 01 02 02 07 01 05 12 06 01 03 06 05 07 01 03 02 06 
02 02 01 01 01 01 01 01 02 04 02 02 02 02 02 02 03 11 06 01 03 06 02 06 04 02 04 07 
02 02 02 02 02 02 02 02 01 02 02 03 02 01 02 03 05 13 06 01 03 06 02 01 03 02 04 03 
01 02 02 02 02 02 02 02 01 02 01 01 02 02 02 01 03 13 06 03 03 06 05 02 04 02 04 05 
05 02 02 02 02 02 02 02 02 04 01 03 02 02 01 01 03 12 06 01 03 06 04 06 06 02 01 06 
07 02 02 02 02 02 02 02 01 03 02 02 02 01 05 02 03 15 06 01 03 06 07 07 03 02 02 01 
05 02 02 02 02 02 02 02 02 03 02 01 02 01 04 01 02 14 06 02 03 06 02 02 03 03 02 12 
03 02 02 02 02 02 02 02 04 03 01 03 02 02 04 01 02 12 06 01 03 06 01 02 04 02 04 04 
07 02 02 02 02 02 02 02 02 03 02 01 01 01 03 01 02 12 06 01 03 06 03 07 05 02 04 08 
07 02 02 02 02 02 02 02 01 03 02 01 01 02 03 02 05 16 06 01 03 06 02 06 05 03 01 07 
05 02 02 02 02 02 02 02 01 04 01 01 01 01 02 01 03 15 06 02 03 06 06 01 04 03 04 01 
02 02 02 02 02 02 02 02 01 03 02 01 01 01 03 02 05 15 06 01 03 06 05 06 07 02 01 08 
01 02 02 02 02 02 02 02 02 03 02 01 02 01 06 02 05 16 06 04 03 06 03 07 07 03 01 01 
02 02 02 02 02 02 02 02 02 02 02 02 01 01 01 02 05 16 06 01 03 06 05 06 07 02 02 08 
01 02 02 02 02 02 02 02 01 03 02 01 02 02 01 01 03 16 06 05 03 06 03 01 05 02 02 08 
03 02 02 02 02 02 02 02 01 02 02 03 03 01 04 02 04 15 06 03 03 06 03 06 04 02 02 12 
02 01 01 01 01 01 01 01 04 03 02 01 03 02 05 01 03 15 06 01 03 06 02 03 02 02 04 06 
07 02 02 02 02 02 02 02 03 02 02 03 02 01 01 02 02 19 06 01 03 06 04 01 05 03 04 02 
06 02 02 02 02 02 02 02 01 04 01 01 03 02 04 01 03 19 06 01 03 06 02 01 07 02 02 12 
03 02 02 02 02 02 02 02 02 02 02 03 02 02 08 01 01 20 06 01 03 06 01 04 08 02 02 09 
03 02 02 02 02 02 02 02 02 05 01 01 02 01 07 01 04 20 06 04 03 06 05 07 02 02 01 08 
04 02 02 02 02 02 02 02 02 03 02 03 01 01 02 01 03 11 06 01 04 06 04 02 04 02 04 01 
05 01 01 01 01 01 01 01 02 04 02 03 02 02 04 02 03 11 06 03 04 06 05 01 04 03 04 05 
04 02 02 02 02 02 02 02 02 03 02 01 02 01 02 02 02 20 06 02 03 06 05 01 04 02 02 06 
02 02 02 02 02 02 02 02 02 04 01 03 02 01 02 03 02 19 06 01 03 06 05 01 05 02 02 06 
01 02 02 02 02 02 02 02 02 02 01 01 02 01 07 02 05 15 06 01 04 06 03 02 04 02 02 09 
05 02 02 02 02 02 02 02 02 02 02 04 03 01 01 01 03 15 06 01 04 06 02 06 05 02 04 08 
02 02 02 02 02 02 02 02 01 03 01 02 02 01 01 02 02 13 06 02 04 06 02 06 05 02 04 10 
02 02 02 02 02 02 02 02 01 04 02 02 01 02 04 02 03 15 06 01 04 06 02 01 04 03 01 04 
07 02 02 02 02 02 02 02 01 02 02 01 02 01 08 02 04 19 06 01 04 06 04 06 04 02 04 07 
04 02 02 02 02 02 02 02 01 03 02 02 02 02 02 02 01 16 06 01 04 06 07 06 05 02 03 06 
06 01 01 01 01 01 01 01 03 03 02 01 02 01 06 01 04 19 06 03 04 06 03 01 02 03 04 03 
02 02 02 02 02 02 02 02 02 04 01 01 01 02 02 02 04 15 06 01 04 06 06 07 04 01 02 12 
05 02 02 02 02 02 02 02 02 04 01 01 02 02 02 02 03 13 06 01 04 06 01 01 04 01 01 03 
06 02 02 02 02 02 02 02 01 03 01 01 02 02 04 02 02 14 06 01 04 06 05 06 04 02 04 07 
03 02 02 02 02 02 02 02 01 05 02 02 02 01 05 02 01 11 06 01 05 06 02 01 05 02 01 05 
03 02 02 02 02 02 02 02 01 03 02 03 02 01 01 02 03 12 06 03 05 06 04 07 04 01 02 01 
05 02 02 02 02 02 02 02 02 03 01 03 02 01 07 01 02 13 06 01 05 06 02 02 01 01 01 10 
03 02 02 02 02 02 02 02 01 02 01 01 01 01 07 02 02 19 06 04 05 06 03 01 01 03 02 05 
07 02 02 02 02 02 02 02 04 02 02 01 01 02 01 01 03 15 06 02 05 06 03 01 04 02 04 04 
03 02 02 02 02 02 02 02 01 03 02 01 02 01 02 02 04 15 06 01 05 06 02 06 05 03 01 09 
07 02 02 02 02 02 02 02 02 03 02 03 01 02 03 01 01 15 06 02 05 06 08 06 04 02 04 04 
05 02 02 02 02 02 02 02 02 02 02 03 01 02 05 01 04 12 06 02 05 06 04 04 05 02 04 03 
03 02 02 02 02 02 02 02 02 04 02 02 01 02 04 02 01 15 06 02 05 06 05 03 04 02 02 08 
07 02 02 02 02 02 02 02 01 04 02 02 02 02 02 01 04 19 06 02 05 06 05 01 06 02 04 12 
